,Unnamed: 0,DBuid/IDidu, DBpop2016/IDpop2016, DBtdwell2016/IDtlog2016, DBurdwell2016/IDrh2016, DBarea2016/IDsup2016, DBir2016/IDri2016, DAuid/ADidu, DArplamx/ADlamx, DArplamy/ADlamy, DArplat/Adlat, DArplong/ADlong, PRuid/PRidu, PRname/PRnom, PRename/PRanom, PRfname/PRfnom, PReabbr/PRaabbrev, PRfabbr/PRfabbrev, FEDuid/CEFidu, FEDname/CEFnom, ERuid/REidu, ERname/REnom, CDuid/DRidu, CDname/DRnom, CDtype/DRgenre, ADAuid/ADAidu, ADAcode, CSDuid/SDRidu, CSDname/SDRnom, CSDtype/SDRgenre, SACtype/CSSgenre, SACcode/CSScode, CCSuid/SRUidu, CCSname/SRUnom, DPLuid/LDidu, DPLname/LDnom, DPLtype/LDgenre, CMAPuid/RMRPidu, CMAuid/RMRidu, CMAname/RMRnom, CMAtype/RMRgenre, CTuid/SRidu, CTcode/SRcode, CTname/SRnom, POPCTRRAPuid/CTRPOPRRPidu, POPCTRRAuid/CTRPOPRRidu, POPCTRRAname/CTRPOPRRnom, POPCTRRAtype/CTRPOPRRgenre, POPCTRRAclass/CTRPOPRRclasse,hasCloseStop
130,446294,59153226006,140.0,50.0,46.0,0.0169,F,59153226,4022983.54212224,2004092.29721107,49.274543,-123.04931299999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150069,69,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330054.02,5288,54.02,590973,973,Vancouver,1,4,1
131,446332,59150422006,92.0,31.0,30.0,0.0103,F,59150422,4020592.29545139,2002432.48283498,49.25122800000001,-123.067572,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150088,88,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330034.02,4271,34.02,590973,973,Vancouver,1,4,1
133,446341,59150428003,52.0,24.0,24.0,0.0095,F,59150428,4021797.56213084,2002127.55071457,49.253916,-123.050979,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150084,84,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330035.02,4899,35.02,590973,973,Vancouver,1,4,1
134,446344,59150429002,95.0,38.0,35.0,0.0292,F,59150429,4021517.42040074,2002005.73269738,49.251761,-123.053589,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150084,84,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330035.02,4899,35.02,590973,973,Vancouver,1,4,1
136,446348,59151448001,44.0,20.0,17.0,0.0514,F,59151448,4021997.93495048,2001792.30628963,49.25210300000001,-123.046378,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59038,Vancouver Kingsway,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150084,84,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330035.02,4899,35.02,590973,973,Vancouver,1,4,1
141,446903,59151438001,215.0,100.0,89.0,0.0277,F,59151438,4021496.60048676,2004149.86124292,49.268697,-123.067729,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.02,3877,50.02,590973,973,Vancouver,1,4,1
142,446907,59150722001,238.0,147.0,135.0,0.0146,F,59150722,4020071.86393797,2004183.82235898,49.262924,-123.085233,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150062,62,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.04,5284,50.04,590973,973,Vancouver,1,4,1
147,446916,59150354001,155.0,96.0,93.0,0.0141,F,59150354,4021207.38909088,2004166.48917769,49.267602,-123.071346,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.02,3877,50.02,590973,973,Vancouver,1,4,1
150,446922,59151435005,108.0,45.0,42.0,0.0123,F,59151435,4021836.1545663,2004221.30633329,49.270704,-123.064072,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150069,69,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330054.01,5287,54.01,590973,973,Vancouver,1,4,1
151,447030,59153232005,86.0,59.0,55.0,0.1085,F,59153232,4021444.1452043,2004962.51246658,49.274926,-123.073632,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.02,5290,56.02,590973,973,Vancouver,1,4,1
153,447032,59150737002,91.0,29.0,27.0,0.0099,F,59150737,4019895.74735704,2003531.96319974,49.257002,-123.083144,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150070,70,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.01,5275,37.01,590973,973,Vancouver,1,4,1
154,447034,59150336003,99.0,43.0,41.0,0.0191,F,59150336,4022695.98772229,2003864.49688901,49.271515,-123.051327,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150069,69,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330054.02,5288,54.02,590973,973,Vancouver,1,4,1
156,447036,59153826002,0.0,1.0,1.0,0.0143,F,59153826,4022035.32582743,2003599.841607,49.266614,-123.057629,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
158,447039,59151428002,97.0,41.0,39.0,0.0143,F,59151428,4021449.06140033,2003516.47644746,49.263466,-123.064202,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
159,447040,59150744003,138.0,60.0,55.0,0.0136,F,59150744,4020162.53833974,2003912.48269385,49.261154,-123.082374,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150070,70,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.01,5275,37.01,590973,973,Vancouver,1,4,1
162,447043,59151437003,108.0,46.0,41.0,0.0141,F,59151437,4021586.71875604,2003874.08697711,49.266889,-123.064849,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
163,447044,59153200008,174.0,88.0,87.0,0.0147,F,59153200,4022524.04249418,2005111.22729207,49.280686,-123.061491,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330055.01,4274,55.01,590973,973,Vancouver,1,4,1
164,447045,59153825003,93.0,33.0,32.0,0.014,F,59153825,4022072.92064396,2003364.91962345,49.264908,-123.055651,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.02,2458,51.02,590973,973,Vancouver,1,4,1
168,447050,59151430003,67.0,33.0,31.0,0.0141,F,59151430,4021824.41073474,2003539.80562893,49.265243,-123.059799,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
169,447051,59153232002,49.0,36.0,22.0,0.0104,F,59153232,4021444.1452043,2004962.51246658,49.274926,-123.073632,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.02,5290,56.02,590973,973,Vancouver,1,4,1
171,447057,59153201003,286.0,173.0,165.0,0.0141,F,59153201,4022797.45778087,2005167.70362188,49.282294,-123.05853799999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330055.01,4274,55.01,590973,973,Vancouver,1,4,1
172,447061,59153146034,30.0,16.0,15.0,0.0143,F,59153146,4018819.78027436,2005564.10020479,49.268566,-123.10937,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59036,Vancouver Granville,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150058,58,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330049.01,3874,49.01,590973,973,Vancouver,1,4,1
173,447068,59153191005,170.0,73.0,73.0,0.0167,F,59153191,4021736.98878341,2005197.02899819,49.27803,-123.071599,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.01,5289,56.01,590973,973,Vancouver,1,4,1
175,447086,59150749005,49.0,24.0,24.0,0.0328,F,59150749,4020881.70954748,2004066.06670774,49.265424,-123.074646,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.02,3877,50.02,590973,973,Vancouver,1,4,1
180,447093,59151429001,83.0,41.0,37.0,0.0142,F,59151429,4021772.41677296,2003725.23717886,49.266495,-123.061631,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
185,447102,59150337004,64.0,22.0,22.0,0.013,F,59150337,4022499.71447212,2003996.59627892,49.27173300000001,-123.05456399999998,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150069,69,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330054.02,5288,54.02,590973,973,Vancouver,1,4,1
187,447107,59150725004,137.0,68.0,57.0,0.0139,F,59150725,4019722.0677509,2003906.01678707,49.259234,-123.087674,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150070,70,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.01,5275,37.01,590973,973,Vancouver,1,4,1
190,447113,59150745001,117.0,49.0,44.0,0.0139,F,59150745,4019982.2126619,2003748.25497552,49.259086,-123.083497,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150070,70,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.01,5275,37.01,590973,973,Vancouver,1,4,1
191,447114,59153146024,0.0,1.0,1.0,0.0195,F,59153146,4018819.78027436,2005564.10020479,49.268566,-123.10937,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59036,Vancouver Granville,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150058,58,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330049.01,3874,49.01,590973,973,Vancouver,1,4,1
193,447118,59153190003,0.0,0.0,0.0,0.0226,F,59153190,4021737.385641,2005395.34273608,49.279606,-123.072879,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.01,5289,56.01,590973,973,Vancouver,1,4,1
195,447121,59153146043,0.0,0.0,0.0,0.0147,F,59153146,4018819.78027436,2005564.10020479,49.268566,-123.10937,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59036,Vancouver Granville,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150058,58,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330049.01,3874,49.01,590973,973,Vancouver,1,4,1
203,447131,59153146005,0.0,2.0,1.0,0.0212,F,59153146,4018819.78027436,2005564.10020479,49.268566,-123.10937,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59036,Vancouver Granville,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150058,58,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330049.01,3874,49.01,590973,973,Vancouver,1,4,1
206,447135,59153190010,10.0,3.0,3.0,0.0176,F,59153190,4021737.385641,2005395.34273608,49.279606,-123.072879,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.01,5289,56.01,590973,973,Vancouver,1,4,1
207,447136,59150357003,189.0,104.0,104.0,0.0355,F,59150357,4021054.58386933,2003920.86497383,49.265004,-123.071608,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.02,3877,50.02,590973,973,Vancouver,1,4,1
209,447139,59153205002,155.0,90.0,86.0,0.0089,F,59153205,4023087.97669215,2005494.76703901,49.286123,-123.057131,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330055.02,4275,55.02,590973,973,Vancouver,1,4,1
210,447141,59153197010,0.0,0.0,0.0,0.0158,F,59153197,4022094.28705773,2005551.7912136,49.282362,-123.069562,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330056.01,5289,56.01,590973,973,Vancouver,1,4,1
211,447142,59153146037,5.0,3.0,3.0,0.0146,F,59153146,4018819.78027436,2005564.10020479,49.268566,-123.10937,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150058,58,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330049.01,3874,49.01,590973,973,Vancouver,1,4,1
212,447144,59151436003,99.0,42.0,40.0,0.0142,F,59151436,4021832.4582869,2003976.85224265,49.268747,-123.062533,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
213,447146,59153198002,33.0,23.0,21.0,0.0141,F,59153198,4022646.94088569,2005420.4786903,49.283663,-123.062003,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150051,51,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330055.01,4274,55.01,590973,973,Vancouver,1,4,1
216,447152,59150725002,116.0,60.0,54.0,0.0147,F,59150725,4019722.0677509,2003906.01678707,49.259234,-123.087674,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150070,70,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.01,5275,37.01,590973,973,Vancouver,1,4,1
219,447158,59153826005,70.0,25.0,22.0,0.0105,F,59153826,4022035.32582743,2003599.841607,49.266614,-123.057629,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150077,77,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330051.01,2457,51.01,590973,973,Vancouver,1,4,1
220,447159,59150359001,218.0,137.0,128.0,0.0147,F,59150359,4020848.43710603,2003754.51914274,49.262809,-123.073031,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150065,65,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330050.02,3877,50.02,590973,973,Vancouver,1,4,1
221,447160,59150724004,142.0,56.0,50.0,0.0135,F,59150724,4019846.09605893,2004060.58234178,49.260987,-123.087172,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150070,70,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.01,5275,37.01,590973,973,Vancouver,1,4,1
222,447163,59150361001,241.0,105.0,98.0,0.0291,F,59150361,4020806.72101344,2003479.10927845,49.260446,-123.071752,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150082,82,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.02,5276,37.02,590973,973,Vancouver,1,4,1
223,447164,59150742001,168.0,100.0,91.0,0.0301,F,59150742,4020580.87973841,2003646.72730517,49.260819,-123.075578,59,British Columbia / Colombie-Britannique,British Columbia,Colombie-Britannique,B.C.,C.-B.,59035,Vancouver East / Vancouver-Est,5920,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,5915,Greater Vancouver,RD,59150082,82,5915022,Vancouver,CY,1,933,5915022,Vancouver,,,,59933,933,Vancouver,B,9330037.02,5276,37.02,590973,973,Vancouver,1,4,1
